,Person_age,No_of_child,Child_ages,Gender,plan_name,cover,Facility,No of Hospitals,Monthly charge,Annually charge
19,25,3,"[6, 4, 1]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,893/month","₹ 22,716 annually"
20,25,3,"[6, 4, 1]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,364/month","₹ 16,367 annually"
21,25,3,"[6, 4, 1]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,305/month","₹ 15,652 annually"
22,25,3,"[6, 4, 1]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,"₹1,234/month","₹ 14,802 annually"
23,25,3,"[6, 4, 1]",Male,Health Assure Combo,₹ 29L,Cashless Hospitals,187,"₹1,247/month","₹ 14,954 annually"
24,25,3,"[6, 4, 1]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,583/month","₹ 18,986 annually"
25,25,3,"[6, 4, 1]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,893/month","₹ 22,716 annually"
26,25,3,"[6, 4, 1]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,364/month","₹ 16,367 annually"
27,25,3,"[6, 4, 1]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,305/month","₹ 15,652 annually"
28,25,3,"[6, 4, 1]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,"₹1,234/month","₹ 14,802 annually"
29,25,3,"[6, 4, 1]",Male,Health Assure Combo,₹ 29L,Cashless Hospitals,187,"₹1,247/month","₹ 14,954 annually"
0,25,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
1,25,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,25,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,25,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,25,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,25,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
6,25,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
7,25,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,25,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,25,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,25,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,25,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
12,25,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
13,25,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
14,25,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,25,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,25,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,25,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
18,25,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
19,25,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,25,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,25,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,25,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,25,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
24,25,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
25,25,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,25,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,25,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,25,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,25,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
30,25,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
31,25,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,25,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,25,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,25,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,25,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
